customer_ID,customer_segment
419,"Consumer"
420,"Consumer"
421,"Consumer"
422,"Consumer"
423,"Consumer"
424,"Consumer"
425,"Consumer"
428,"Consumer"
429,"Consumer"
430,"Consumer"
431,"Consumer"
432,"Consumer"
434,"Consumer"
435,"Consumer"
437,"Consumer"
438,"Consumer"
439,"Consumer"
440,"Consumer"
442,"Consumer"
447,"Consumer"
448,"Consumer"
449,"Consumer"
451,"Consumer"
454,"Consumer"
455,"Consumer"
456,"Consumer"
458,"Consumer"
461,"Consumer"
464,"Consumer"
465,"Consumer"
467,"Consumer"
468,"Consumer"
470,"Consumer"
472,"Consumer"
474,"Consumer"
475,"Consumer"
479,"Consumer"
480,"Consumer"
481,"Consumer"
482,"Consumer"
483,"Consumer"
484,"Consumer"
485,"Consumer"
487,"Consumer"
488,"Consumer"
492,"Consumer"
493,"Consumer"
494,"Consumer"
500,"Consumer"
501,"Consumer"
503,"Consumer"
504,"Consumer"
506,"Consumer"
507,"Consumer"
508,"Consumer"
509,"Consumer"
511,"Consumer"
512,"Consumer"
515,"Consumer"
520,"Consumer"
522,"Consumer"
523,"Consumer"
525,"Consumer"
528,"Consumer"
529,"Consumer"
535,"Consumer"
536,"Consumer"
538,"Consumer"
540,"Consumer"
544,"Consumer"
545,"Consumer"
548,"Consumer"
551,"Consumer"
553,"Consumer"
554,"Consumer"
555,"Consumer"
557,"Consumer"
558,"Consumer"
559,"Consumer"
560,"Consumer"
562,"Consumer"
566,"Consumer"
568,"Consumer"
569,"Consumer"
570,"Consumer"
571,"Consumer"
573,"Consumer"
577,"Consumer"
578,"Consumer"
579,"Consumer"
581,"Consumer"
583,"Consumer"
584,"Consumer"
587,"Consumer"
588,"Consumer"
590,"Consumer"
591,"Consumer"
593,"Consumer"
595,"Consumer"
598,"Consumer"
602,"Consumer"
604,"Consumer"
606,"Consumer"
607,"Consumer"
609,"Consumer"
611,"Consumer"
613,"Consumer"
617,"Consumer"
620,"Consumer"
627,"Consumer"
628,"Consumer"
630,"Consumer"
631,"Consumer"
635,"Consumer"
636,"Consumer"
638,"Consumer"
641,"Consumer"
642,"Consumer"
643,"Consumer"
645,"Consumer"
646,"Consumer"
647,"Consumer"
648,"Consumer"
651,"Consumer"
652,"Consumer"
653,"Consumer"
658,"Consumer"
660,"Consumer"
663,"Consumer"
665,"Consumer"
666,"Consumer"
669,"Consumer"
671,"Consumer"
674,"Consumer"
676,"Consumer"
678,"Consumer"
681,"Consumer"
683,"Consumer"
687,"Consumer"
688,"Consumer"
691,"Consumer"
694,"Consumer"
696,"Consumer"
697,"Consumer"
700,"Consumer"
703,"Consumer"
704,"Consumer"
705,"Consumer"
706,"Consumer"
707,"Consumer"
708,"Consumer"
709,"Consumer"
712,"Consumer"
714,"Consumer"
715,"Consumer"
718,"Consumer"
719,"Consumer"
720,"Consumer"
722,"Consumer"
726,"Consumer"
727,"Consumer"
728,"Consumer"
729,"Consumer"
733,"Consumer"
734,"Consumer"
735,"Consumer"
736,"Consumer"
737,"Consumer"
744,"Consumer"
745,"Consumer"
746,"Consumer"
747,"Consumer"
749,"Consumer"
750,"Consumer"
751,"Consumer"
754,"Consumer"
755,"Consumer"
757,"Consumer"
758,"Consumer"
759,"Consumer"
760,"Consumer"
761,"Consumer"
762,"Consumer"
763,"Consumer"
766,"Consumer"
767,"Consumer"
768,"Consumer"
771,"Consumer"
773,"Consumer"
775,"Consumer"
776,"Consumer"
777,"Consumer"
778,"Consumer"
781,"Consumer"
782,"Consumer"
784,"Consumer"
785,"Consumer"
793,"Consumer"
794,"Consumer"
795,"Consumer"
797,"Consumer"
799,"Consumer"
800,"Consumer"
801,"Consumer"
802,"Consumer"
803,"Consumer"
804,"Consumer"
805,"Consumer"
807,"Consumer"
808,"Consumer"
809,"Consumer"
810,"Consumer"
811,"Consumer"
814,"Consumer"
815,"Consumer"
816,"Consumer"
818,"Consumer"
827,"Consumer"
828,"Consumer"
830,"Consumer"
831,"Consumer"
832,"Consumer"
836,"Consumer"
837,"Consumer"
838,"Consumer"
839,"Consumer"
840,"Consumer"
841,"Consumer"
845,"Consumer"
846,"Consumer"
847,"Consumer"
848,"Consumer"
849,"Consumer"
851,"Consumer"
853,"Consumer"
854,"Consumer"
855,"Consumer"
856,"Consumer"
857,"Consumer"
863,"Consumer"
864,"Consumer"
865,"Consumer"
866,"Consumer"
867,"Consumer"
868,"Consumer"
869,"Consumer"
870,"Consumer"
871,"Consumer"
874,"Consumer"
878,"Consumer"
879,"Consumer"
880,"Consumer"
881,"Consumer"
882,"Consumer"
883,"Consumer"
884,"Consumer"
891,"Consumer"
893,"Consumer"
894,"Consumer"
895,"Consumer"
896,"Consumer"
897,"Consumer"
898,"Consumer"
899,"Consumer"
900,"Consumer"
901,"Consumer"
902,"Consumer"
909,"Consumer"
910,"Consumer"
913,"Consumer"
914,"Consumer"
915,"Consumer"
920,"Consumer"
922,"Consumer"
923,"Consumer"
924,"Consumer"
925,"Consumer"
926,"Consumer"
927,"Consumer"
928,"Consumer"
930,"Consumer"
936,"Consumer"
937,"Consumer"
938,"Consumer"
939,"Consumer"
941,"Consumer"
942,"Consumer"
949,"Consumer"
951,"Consumer"
952,"Consumer"
953,"Consumer"
959,"Consumer"
960,"Consumer"
961,"Consumer"
962,"Consumer"
965,"Consumer"
966,"Consumer"
967,"Consumer"
968,"Consumer"
969,"Consumer"
970,"Consumer"
971,"Consumer"
972,"Consumer"
973,"Consumer"
974,"Consumer"
975,"Consumer"
976,"Consumer"
977,"Consumer"
978,"Consumer"
979,"Consumer"
980,"Consumer"
981,"Consumer"
982,"Consumer"
984,"Consumer"
985,"Consumer"
987,"Consumer"
988,"Consumer"
996,"Consumer"
997,"Consumer"
998,"Consumer"
999,"Consumer"
1003,"Consumer"
1010,"Consumer"
1013,"Consumer"
1014,"Consumer"
1015,"Consumer"
1018,"Consumer"
1019,"Consumer"
1020,"Consumer"
1021,"Consumer"
1022,"Consumer"
1024,"Consumer"
1034,"Consumer"
1035,"Consumer"
1036,"Consumer"
1037,"Consumer"
1042,"Consumer"
1043,"Consumer"
1044,"Consumer"
1045,"Consumer"
1046,"Consumer"
1047,"Consumer"
1048,"Consumer"
1049,"Consumer"
1050,"Consumer"
1052,"Consumer"
1053,"Consumer"
1054,"Consumer"
1063,"Consumer"
1066,"Consumer"
1071,"Consumer"
1072,"Consumer"
1073,"Consumer"
1074,"Consumer"
1075,"Consumer"
1076,"Consumer"
1077,"Consumer"
1078,"Consumer"
1084,"Consumer"
1085,"Consumer"
1090,"Consumer"
1091,"Consumer"
1094,"Consumer"
1095,"Consumer"
1096,"Consumer"
1097,"Consumer"
1099,"Consumer"
1100,"Consumer"
1105,"Consumer"
1106,"Consumer"
1107,"Consumer"
1109,"Consumer"
1110,"Consumer"
1111,"Consumer"
1113,"Consumer"
1115,"Consumer"
1116,"Consumer"
1117,"Consumer"
1124,"Consumer"
1125,"Consumer"
1126,"Consumer"
1137,"Consumer"
1138,"Consumer"
1139,"Consumer"
1145,"Consumer"
1146,"Consumer"
1147,"Consumer"
1148,"Consumer"
1149,"Consumer"
1150,"Consumer"
1151,"Consumer"
1152,"Consumer"
1153,"Consumer"
1154,"Consumer"
1155,"Consumer"
1157,"Consumer"
1158,"Consumer"
1162,"Consumer"
1165,"Consumer"
1173,"Consumer"
1174,"Consumer"
1175,"Consumer"
1176,"Consumer"
1178,"Consumer"
1179,"Consumer"
1185,"Consumer"
1186,"Consumer"
1191,"Consumer"
1192,"Consumer"
1193,"Consumer"
1197,"Consumer"
1198,"Consumer"
1199,"Consumer"
1201,"Consumer"
1206,"Consumer"
1207,"Consumer"
1208,"Consumer"
1209,"Consumer"
1210,"Consumer"
1211,"Consumer"
1215,"Consumer"
1216,"Consumer"
1222,"Consumer"
1223,"Consumer"
1224,"Consumer"
1228,"Consumer"
1229,"Consumer"
1230,"Consumer"
1231,"Consumer"
1232,"Consumer"
1233,"Consumer"
1234,"Consumer"
1237,"Consumer"
1240,"Consumer"
1242,"Consumer"
1243,"Consumer"
1245,"Consumer"
1246,"Consumer"
1249,"Consumer"
1250,"Consumer"
1251,"Consumer"
1252,"Consumer"
1255,"Consumer"
1260,"Consumer"
1261,"Consumer"
1262,"Consumer"
1272,"Consumer"
1273,"Consumer"
1275,"Consumer"
1276,"Consumer"
1278,"Consumer"
1282,"Consumer"
1283,"Consumer"
1284,"Consumer"
1290,"Consumer"
1292,"Consumer"
1295,"Consumer"
1296,"Consumer"
1297,"Consumer"
1298,"Consumer"
1299,"Consumer"
1300,"Consumer"
1301,"Consumer"
1302,"Consumer"
1305,"Consumer"
1306,"Consumer"
1307,"Consumer"
1308,"Consumer"
1309,"Consumer"
1313,"Consumer"
1315,"Consumer"
1317,"Consumer"
1318,"Consumer"
1319,"Consumer"
1320,"Consumer"
1321,"Consumer"
1322,"Consumer"
1324,"Consumer"
1325,"Consumer"
1326,"Consumer"
1329,"Consumer"
1330,"Consumer"
1333,"Consumer"
1334,"Consumer"
1335,"Consumer"
1339,"Consumer"
1350,"Consumer"
1352,"Consumer"
1353,"Consumer"
1354,"Consumer"
1355,"Consumer"
1364,"Consumer"
1366,"Consumer"
1367,"Consumer"
1368,"Consumer"
1369,"Consumer"
1371,"Consumer"
1373,"Consumer"
1374,"Consumer"
1380,"Consumer"
1381,"Consumer"
1386,"Consumer"
1387,"Consumer"
1388,"Consumer"
1390,"Consumer"
1391,"Consumer"
1395,"Consumer"
1396,"Consumer"
1397,"Consumer"
1398,"Consumer"
1399,"Consumer"
1400,"Consumer"
1401,"Consumer"
1402,"Consumer"
1403,"Consumer"
1404,"Consumer"
1407,"Consumer"
1408,"Consumer"
1410,"Consumer"
1411,"Consumer"
1421,"Consumer"
1422,"Consumer"
1423,"Consumer"
1424,"Consumer"
1425,"Consumer"
1426,"Consumer"
1427,"Consumer"
1428,"Consumer"
1436,"Consumer"
1437,"Consumer"
1438,"Consumer"
1439,"Consumer"
1440,"Consumer"
1443,"Consumer"
1445,"Consumer"
1446,"Consumer"
1447,"Consumer"
1448,"Consumer"
1449,"Consumer"
1450,"Consumer"
1453,"Consumer"
1454,"Consumer"
1455,"Consumer"
1456,"Consumer"
1457,"Consumer"
1458,"Consumer"
1459,"Consumer"
1460,"Consumer"
1461,"Consumer"
1462,"Consumer"
1463,"Consumer"
1464,"Consumer"
1465,"Consumer"
1466,"Consumer"
1467,"Consumer"
1468,"Consumer"
1471,"Consumer"
1472,"Consumer"
1473,"Consumer"
1474,"Consumer"
1479,"Consumer"
1480,"Consumer"
1482,"Consumer"
1483,"Consumer"
1486,"Consumer"
1487,"Consumer"
1488,"Consumer"
1489,"Consumer"
1490,"Consumer"
1491,"Consumer"
1492,"Consumer"
1493,"Consumer"
1494,"Consumer"
1495,"Consumer"
1496,"Consumer"
1497,"Consumer"
1498,"Consumer"
1499,"Consumer"
1500,"Consumer"
1501,"Consumer"
1502,"Consumer"
1503,"Consumer"
1506,"Consumer"
1507,"Consumer"
1508,"Consumer"
1509,"Consumer"
1510,"Consumer"
1511,"Consumer"
1514,"Consumer"
1515,"Consumer"
1516,"Consumer"
1517,"Consumer"
1518,"Consumer"
1519,"Consumer"
1520,"Consumer"
1524,"Consumer"
1526,"Consumer"
1527,"Consumer"
1528,"Consumer"
1529,"Consumer"
1530,"Consumer"
1531,"Consumer"
1532,"Consumer"
1538,"Consumer"
1540,"Consumer"
1541,"Consumer"
1542,"Consumer"
1543,"Consumer"
1544,"Consumer"
1545,"Consumer"
1546,"Consumer"
1547,"Consumer"
1548,"Consumer"
1552,"Consumer"
1553,"Consumer"
1554,"Consumer"
1555,"Consumer"
1559,"Consumer"
1560,"Consumer"
1562,"Consumer"
1564,"Consumer"
1565,"Consumer"
1566,"Consumer"
1567,"Consumer"
1570,"Consumer"
1571,"Consumer"
1572,"Consumer"
1573,"Consumer"
1574,"Consumer"
1576,"Consumer"
1578,"Consumer"
1579,"Consumer"
1580,"Consumer"
1581,"Consumer"
1582,"Consumer"
1585,"Consumer"
1592,"Consumer"
1593,"Consumer"
1594,"Consumer"
1595,"Consumer"
1596,"Consumer"
1597,"Consumer"
1598,"Consumer"
1599,"Consumer"
1600,"Consumer"
1603,"Consumer"
1611,"Consumer"
1612,"Consumer"
1613,"Consumer"
1619,"Consumer"
1620,"Consumer"
1621,"Consumer"
1622,"Consumer"
1623,"Consumer"
1624,"Consumer"
1625,"Consumer"
1626,"Consumer"
1627,"Consumer"
1628,"Consumer"
1629,"Consumer"
1631,"Consumer"
1632,"Consumer"
1634,"Consumer"
1635,"Consumer"
1636,"Consumer"
1643,"Consumer"
1646,"Consumer"
1647,"Consumer"
1649,"Consumer"
1656,"Consumer"
1657,"Consumer"
1658,"Consumer"
1659,"Consumer"
1663,"Consumer"
1665,"Consumer"
1666,"Consumer"
1667,"Consumer"
1668,"Consumer"
1669,"Consumer"
1670,"Consumer"
1671,"Consumer"
1679,"Consumer"
1680,"Consumer"
1681,"Consumer"
1685,"Consumer"
1689,"Consumer"
1690,"Consumer"
1701,"Consumer"
1702,"Consumer"
1705,"Consumer"
1706,"Consumer"
1707,"Consumer"
1708,"Consumer"
1722,"Consumer"
1723,"Consumer"
1729,"Consumer"
1732,"Consumer"
1733,"Consumer"
1734,"Consumer"
1738,"Consumer"
1739,"Consumer"
1740,"Consumer"
1743,"Consumer"
1748,"Consumer"
1749,"Consumer"
1750,"Consumer"
1751,"Consumer"
1752,"Consumer"
1753,"Consumer"
1755,"Consumer"
1756,"Consumer"
1757,"Consumer"
1758,"Consumer"
1759,"Consumer"
1760,"Consumer"
1768,"Consumer"
1770,"Consumer"
1771,"Consumer"
1774,"Consumer"
1775,"Consumer"
1778,"Consumer"
1781,"Consumer"
1785,"Consumer"
1786,"Consumer"
1787,"Consumer"
1788,"Consumer"
1790,"Consumer"
1791,"Consumer"
1792,"Consumer"
1793,"Consumer"
1794,"Consumer"
1795,"Consumer"
1796,"Consumer"
1797,"Consumer"
1798,"Consumer"
1799,"Consumer"
1800,"Consumer"
1807,"Consumer"
1813,"Consumer"
1814,"Consumer"
1820,"Consumer"
1821,"Consumer"
1828,"Consumer"
1829,"Consumer"
1830,"Consumer"
1831,"Consumer"
1832,"Consumer"
1840,"Consumer"
1843,"Consumer"
1847,"Consumer"
1848,"Consumer"
1851,"Consumer"
1852,"Consumer"
1853,"Consumer"
1854,"Consumer"
1855,"Consumer"
1856,"Consumer"
1857,"Consumer"
1858,"Consumer"
1859,"Consumer"
1860,"Consumer"
1861,"Consumer"
1862,"Consumer"
1871,"Consumer"
1872,"Consumer"
1873,"Consumer"
1874,"Consumer"
1875,"Consumer"
1876,"Consumer"
1877,"Consumer"
1892,"Consumer"
1893,"Consumer"
1898,"Consumer"
1900,"Consumer"
1901,"Consumer"
1902,"Consumer"
1903,"Consumer"
1906,"Consumer"
1907,"Consumer"
1908,"Consumer"
1913,"Consumer"
1914,"Consumer"
1915,"Consumer"
1916,"Consumer"
1924,"Consumer"
1925,"Consumer"
1926,"Consumer"
1927,"Consumer"
1928,"Consumer"
1929,"Consumer"
1930,"Consumer"
1931,"Consumer"
1932,"Consumer"
1933,"Consumer"
1939,"Consumer"
1946,"Consumer"
1947,"Consumer"
1948,"Consumer"
1949,"Consumer"
1951,"Consumer"
1952,"Consumer"
1955,"Consumer"
1956,"Consumer"
1957,"Consumer"
1959,"Consumer"
1962,"Consumer"
1963,"Consumer"
1964,"Consumer"
1965,"Consumer"
1972,"Consumer"
1973,"Consumer"
1978,"Consumer"
1979,"Consumer"
1980,"Consumer"
1987,"Consumer"
1991,"Consumer"
1992,"Consumer"
1993,"Consumer"
1994,"Consumer"
1995,"Consumer"
1996,"Consumer"
1997,"Consumer"
1999,"Consumer"
2001,"Consumer"
2002,"Consumer"
2003,"Consumer"
2004,"Consumer"
2005,"Consumer"
2006,"Consumer"
2007,"Consumer"
2008,"Consumer"
2009,"Consumer"
2010,"Consumer"
2011,"Consumer"
2012,"Consumer"
2014,"Consumer"
2015,"Consumer"
2016,"Consumer"
2017,"Consumer"
2018,"Consumer"
2028,"Consumer"
2029,"Consumer"
2034,"Consumer"
2036,"Consumer"
2037,"Consumer"
2038,"Consumer"
2039,"Consumer"
2040,"Consumer"
2041,"Consumer"
2042,"Consumer"
2043,"Consumer"
2044,"Consumer"
2045,"Consumer"
2046,"Consumer"
2047,"Consumer"
2048,"Consumer"
2051,"Consumer"
2052,"Consumer"
2053,"Consumer"
2054,"Consumer"
2055,"Consumer"
2058,"Consumer"
2059,"Consumer"
2060,"Consumer"
2061,"Consumer"
2062,"Consumer"
2063,"Consumer"
2064,"Consumer"
2065,"Consumer"
2066,"Consumer"
2067,"Consumer"
2078,"Consumer"
2080,"Consumer"
2081,"Consumer"
2085,"Consumer"
2090,"Consumer"
2091,"Consumer"
2092,"Consumer"
2095,"Consumer"
2098,"Consumer"
2103,"Consumer"
2104,"Consumer"
2106,"Consumer"
2107,"Consumer"
2108,"Consumer"
2109,"Consumer"
2110,"Consumer"
2114,"Consumer"
2115,"Consumer"
2116,"Consumer"
2119,"Consumer"
2120,"Consumer"
2121,"Consumer"
2122,"Consumer"
2123,"Consumer"
2126,"Consumer"
2127,"Consumer"
2128,"Consumer"
2129,"Consumer"
2130,"Consumer"
2131,"Consumer"
2132,"Consumer"
2133,"Consumer"
2134,"Consumer"
2136,"Consumer"
2139,"Consumer"
2140,"Consumer"
2141,"Consumer"
2142,"Consumer"
2143,"Consumer"
2144,"Consumer"
2149,"Consumer"
2152,"Consumer"
2158,"Consumer"
2165,"Consumer"
2166,"Consumer"
2167,"Consumer"
2168,"Consumer"
2169,"Consumer"
2170,"Consumer"
2171,"Consumer"
2172,"Consumer"
2173,"Consumer"
2174,"Consumer"
2175,"Consumer"
2177,"Consumer"
2182,"Consumer"
2183,"Consumer"
2186,"Consumer"
2191,"Consumer"
2192,"Consumer"
2193,"Consumer"
2194,"Consumer"
2197,"Consumer"
2207,"Consumer"
2208,"Consumer"
2209,"Consumer"
2210,"Consumer"
2211,"Consumer"
2212,"Consumer"
2213,"Consumer"
2214,"Consumer"
2217,"Consumer"
2218,"Consumer"
2221,"Consumer"
2223,"Consumer"
2233,"Consumer"
2234,"Consumer"
2235,"Consumer"
2236,"Consumer"
2237,"Consumer"
2242,"Consumer"
2243,"Consumer"
2245,"Consumer"
2252,"Consumer"
2253,"Consumer"
2254,"Consumer"
2255,"Consumer"
2256,"Consumer"
2262,"Consumer"
2263,"Consumer"
2264,"Consumer"
2265,"Consumer"
2266,"Consumer"
2267,"Consumer"
2269,"Consumer"
2270,"Consumer"
2271,"Consumer"
2272,"Consumer"
2273,"Consumer"
2274,"Consumer"
2275,"Consumer"
2276,"Consumer"
2277,"Consumer"
2278,"Consumer"
2284,"Consumer"
2289,"Consumer"
2290,"Consumer"
2291,"Consumer"
2295,"Consumer"
2301,"Consumer"
2302,"Consumer"
2303,"Consumer"
2304,"Consumer"
2305,"Consumer"
2307,"Consumer"
2308,"Consumer"
2313,"Consumer"
2314,"Consumer"
2315,"Consumer"
2316,"Consumer"
2320,"Consumer"
2321,"Consumer"
2325,"Consumer"
2326,"Consumer"
2330,"Consumer"
2331,"Consumer"
2332,"Consumer"
2333,"Consumer"
2334,"Consumer"
2337,"Consumer"
2338,"Consumer"
2343,"Consumer"
2344,"Consumer"
2345,"Consumer"
2346,"Consumer"
2347,"Consumer"
2348,"Consumer"
2349,"Consumer"
2350,"Consumer"
2351,"Consumer"
2352,"Consumer"
2353,"Consumer"
2357,"Consumer"
2362,"Consumer"
2363,"Consumer"
2364,"Consumer"
2365,"Consumer"
2366,"Consumer"
2367,"Consumer"
2368,"Consumer"
2373,"Consumer"
2374,"Consumer"
2375,"Consumer"
2382,"Consumer"
2387,"Consumer"
2388,"Consumer"
2389,"Consumer"
2392,"Consumer"
2393,"Consumer"
2394,"Consumer"
2398,"Consumer"
2400,"Consumer"
2401,"Consumer"
2402,"Consumer"
2403,"Consumer"
2404,"Consumer"
2405,"Consumer"
2406,"Consumer"
2411,"Consumer"
2412,"Consumer"
2414,"Consumer"
2415,"Consumer"
2416,"Consumer"
2422,"Consumer"
2424,"Consumer"
2425,"Consumer"
2435,"Consumer"
2442,"Consumer"
2443,"Consumer"
2444,"Consumer"
2445,"Consumer"
2447,"Consumer"
2449,"Consumer"
2457,"Consumer"
2458,"Consumer"
2461,"Consumer"
2462,"Consumer"
2463,"Consumer"
2464,"Consumer"
2465,"Consumer"
2466,"Consumer"
2467,"Consumer"
2469,"Consumer"
2470,"Consumer"
2475,"Consumer"
2476,"Consumer"
2477,"Consumer"
2485,"Consumer"
2486,"Consumer"
2487,"Consumer"
2488,"Consumer"
2492,"Consumer"
2493,"Consumer"
2494,"Consumer"
2495,"Consumer"
2496,"Consumer"
2497,"Consumer"
2498,"Consumer"
2501,"Consumer"
2505,"Consumer"
2508,"Consumer"
2509,"Consumer"
2512,"Consumer"
2513,"Consumer"
2514,"Consumer"
2515,"Consumer"
2516,"Consumer"
2517,"Consumer"
2518,"Consumer"
2519,"Consumer"
2520,"Consumer"
2521,"Consumer"
2522,"Consumer"
2523,"Consumer"
2524,"Consumer"
2525,"Consumer"
2529,"Consumer"
2530,"Consumer"
2531,"Consumer"
2532,"Consumer"
2533,"Consumer"
2534,"Consumer"
2535,"Consumer"
2536,"Consumer"
2538,"Consumer"
2544,"Consumer"
2548,"Consumer"
2549,"Consumer"
2550,"Consumer"
2551,"Consumer"
2552,"Consumer"
2553,"Consumer"
2554,"Consumer"
2555,"Consumer"
2566,"Consumer"
2567,"Consumer"
2568,"Consumer"
2569,"Consumer"
2572,"Consumer"
2573,"Consumer"
2574,"Consumer"
2575,"Consumer"
2579,"Consumer"
2583,"Consumer"
2584,"Consumer"
2585,"Consumer"
2586,"Consumer"
2587,"Consumer"
2588,"Consumer"
2589,"Consumer"
2590,"Consumer"
2591,"Consumer"
2594,"Consumer"
2595,"Consumer"
2596,"Consumer"
2597,"Consumer"
2600,"Consumer"
2605,"Consumer"
2606,"Consumer"
2607,"Consumer"
2608,"Consumer"
2609,"Consumer"
2610,"Consumer"
2611,"Consumer"
2614,"Consumer"
2615,"Consumer"
2616,"Consumer"
2617,"Consumer"
2618,"Consumer"
2619,"Consumer"
2620,"Consumer"
2621,"Consumer"
2625,"Consumer"
2626,"Consumer"
2627,"Consumer"
2628,"Consumer"
2629,"Consumer"
2630,"Consumer"
2631,"Consumer"
2632,"Consumer"
2633,"Consumer"
2635,"Consumer"
2638,"Consumer"
2639,"Consumer"
2640,"Consumer"
2641,"Consumer"
2642,"Consumer"
2643,"Consumer"
2651,"Consumer"
2652,"Consumer"
2654,"Consumer"
2655,"Consumer"
2658,"Consumer"
2659,"Consumer"
2660,"Consumer"
2662,"Consumer"
2663,"Consumer"
2670,"Consumer"
2671,"Consumer"
2672,"Consumer"
2673,"Consumer"
2674,"Consumer"
2675,"Consumer"
2680,"Consumer"
2681,"Consumer"
2682,"Consumer"
2683,"Consumer"
2684,"Consumer"
2685,"Consumer"
2686,"Consumer"
2687,"Consumer"
2688,"Consumer"
2689,"Consumer"
2690,"Consumer"
2691,"Consumer"
2692,"Consumer"
2693,"Consumer"
2695,"Consumer"
2696,"Consumer"
2697,"Consumer"
2698,"Consumer"
2700,"Consumer"
2710,"Consumer"
2711,"Consumer"
2712,"Consumer"
2713,"Consumer"
2714,"Consumer"
2715,"Consumer"
2716,"Consumer"
2717,"Consumer"
2718,"Consumer"
2719,"Consumer"
2720,"Consumer"
2721,"Consumer"
2722,"Consumer"
2723,"Consumer"
2724,"Consumer"
2725,"Consumer"
2726,"Consumer"
2727,"Consumer"
2728,"Consumer"
2729,"Consumer"
2732,"Consumer"
2733,"Consumer"
2734,"Consumer"
2737,"Consumer"
2738,"Consumer"
2739,"Consumer"
2742,"Consumer"
2757,"Consumer"
2758,"Consumer"
2759,"Consumer"
2760,"Consumer"
2762,"Consumer"
2771,"Consumer"
2774,"Consumer"
2775,"Consumer"
2777,"Consumer"
2779,"Consumer"
2784,"Consumer"
2786,"Consumer"
2787,"Consumer"
2788,"Consumer"
2789,"Consumer"
