purchase_order_id,order_date_key,expected_receipt_date_key,actual_receipt_date_key,product_id,supplier_id,warehouse_id,ordered_quantity,received_quantity,unit_cost,purchase_order_value,received_value,delay_days,is_on_time,is_in_full,is_otif
PO0000078,20170106,20170203,20170207,44,SUP021,WH_APAC,25,22,39.95,998.75,878.9,4,0,0,0
PO0000079,20150618,20150716,20150716,44,SUP021,WH_EU,35,35,39.95,1398.25,1398.25,0,1,1,1
PO0000080,20150712,20150809,20150809,44,SUP021,WH_EU,35,31,39.95,1398.25,1238.45,0,1,0,0
PO0000081,20150821,20150918,20150918,44,SUP021,WH_EU,35,31,39.95,1398.25,1238.45,0,1,0,0
PO0000082,20150921,20151019,20151025,44,SUP021,WH_EU,35,30,39.95,1398.25,1198.5,6,0,0,0
PO0000083,20151013,20151110,20151110,44,SUP021,WH_EU,35,35,39.95,1398.25,1398.25,0,1,1,1
PO0000084,20160916,20161014,20161014,44,SUP021,WH_EU,35,35,39.95,1398.25,1398.25,0,1,1,1
PO0000085,20161116,20161214,20161214,44,SUP021,WH_EU,35,35,39.95,1398.25,1398.25,0,1,1,1
PO0000086,20161219,20170116,20170119,44,SUP021,WH_EU,35,35,39.95,1398.25,1398.25,3,0,1,0
PO0000087,20170912,20171007,20171007,58,SUP023,WH_EU,7,7,184.25,1289.75,1289.75,0,1,1,1
PO0000088,20170914,20171009,20171009,58,SUP023,WH_EU,7,7,184.25,1289.75,1289.75,0,1,1,1
PO0000089,20171001,20171017,20171017,60,SUP013,WH_EU,7,7,601.5,4210.5,4210.5,0,1,1,1
PO0000090,20170913,20171006,20171006,61,SUP020,WH_EU,6,6,209.9,1259.4,1259.4,0,1,1,1
PO0000091,20170917,20171010,20171010,61,SUP020,WH_EU,6,6,209.9,1259.4,1259.4,0,1,1,1
PO0000092,20170426,20170525,20170525,78,SUP019,WH_AM,16,16,65.51,1048.16,1048.16,0,1,1,1
PO0000093,20170507,20170605,20170605,78,SUP019,WH_AM,16,15,65.51,1048.16,982.65,0,1,0,0
PO0000094,20170601,20170630,20170630,78,SUP019,WH_AM,16,16,65.51,1048.16,1048.16,0,1,1,1
PO0000095,20170617,20170716,20170716,78,SUP019,WH_AM,16,16,65.51,1048.16,1048.16,0,1,1,1
PO0000096,20170626,20170725,20170725,78,SUP019,WH_EU,19,19,65.51,1244.69,1244.69,0,1,1,1
PO0000097,20170705,20170803,20170803,78,SUP019,WH_EU,19,19,65.51,1244.69,1244.69,0,1,1,1
PO0000098,20170818,20170916,20170921,78,SUP019,WH_EU,19,16,65.51,1244.69,1048.16,5,0,0,0
PO0000099,20170907,20171006,20171015,78,SUP019,WH_EU,19,19,65.51,1244.69,1244.69,9,0,1,0
PO0000100,20150124,20150206,20150206,93,SUP004,WH_AM,29,29,16.3575,474.37,474.37,0,1,1,1
PO0000101,20150303,20150316,20150316,93,SUP004,WH_AM,29,29,16.3575,474.37,474.37,0,1,1,1
PO0000102,20150408,20150421,20150421,93,SUP004,WH_AM,29,29,16.3575,474.37,474.37,0,1,1,1
PO0000103,20150504,20150517,20150517,93,SUP004,WH_AM,29,29,16.3575,474.37,474.37,0,1,1,1
PO0000104,20150526,20150608,20150608,93,SUP004,WH_AM,33,33,16.3575,539.8,539.8,0,1,1,1
PO0000105,20160416,20160429,20160429,93,SUP004,WH_AM,29,29,16.3575,474.37,474.37,0,1,1,1
PO0000106,20160602,20160615,20160615,93,SUP004,WH_AM,29,29,16.3575,474.37,474.37,0,1,1,1
PO0000107,20160625,20160708,20160708,93,SUP004,WH_AM,29,29,16.3575,474.37,474.37,0,1,1,1
PO0000108,20160805,20160818,20160818,93,SUP004,WH_AM,29,29,16.3575,474.37,474.37,0,1,1,1
PO0000109,20170120,20170202,20170202,93,SUP004,WH_AM,29,29,16.3575,474.37,474.37,0,1,1,1
PO0000110,20170215,20170228,20170228,93,SUP004,WH_AM,29,29,16.3575,474.37,474.37,0,1,1,1
PO0000111,20170228,20170313,20170317,93,SUP004,WH_AM,29,29,16.3575,474.37,474.37,4,0,1,0
PO0000112,20170322,20170404,20170404,93,SUP004,WH_AM,29,29,16.3575,474.37,474.37,0,1,1,1
PO0000113,20151103,20151116,20151116,93,SUP004,WH_APAC,19,19,16.3575,310.79,310.79,0,1,1,1
PO0000114,20151206,20151219,20151219,93,SUP004,WH_APAC,19,19,16.3575,310.79,310.79,0,1,1,1
PO0000115,20151227,20160109,20160109,93,SUP004,WH_APAC,19,19,16.3575,310.79,310.79,0,1,1,1
PO0000116,20160130,20160212,20160212,93,SUP004,WH_APAC,19,19,16.3575,310.79,310.79,0,1,1,1
PO0000117,20160226,20160310,20160310,93,SUP004,WH_APAC,19,19,16.3575,310.79,310.79,0,1,1,1
PO0000118,20160323,20160405,20160405,93,SUP004,WH_APAC,19,19,16.3575,310.79,310.79,0,1,1,1
PO0000119,20160331,20160413,20160413,93,SUP004,WH_APAC,19,19,16.3575,310.79,310.79,0,1,1,1
PO0000120,20161014,20161027,20161027,93,SUP004,WH_APAC,19,19,16.3575,310.79,310.79,0,1,1,1
PO0000121,20161210,20161223,20161223,93,SUP004,WH_APAC,19,19,16.3575,310.79,310.79,0,1,1,1
PO0000122,20150618,20150701,20150701,93,SUP004,WH_EU,20,20,16.3575,327.15,327.15,0,1,1,1
PO0000123,20150707,20150720,20150720,93,SUP004,WH_EU,20,20,16.3575,327.15,327.15,0,1,1,1
PO0000124,20150730,20150812,20150812,93,SUP004,WH_EU,20,20,16.3575,327.15,327.15,0,1,1,1
PO0000125,20150814,20150827,20150904,93,SUP004,WH_EU,20,20,16.3575,327.15,327.15,8,0,1,0
PO0000126,20150909,20150922,20150922,93,SUP004,WH_EU,20,20,16.3575,327.15,327.15,0,1,1,1
PO0000127,20151003,20151016,20151016,93,SUP004,WH_EU,20,20,16.3575,327.15,327.15,0,1,1,1
PO0000128,20160924,20161007,20161007,93,SUP004,WH_EU,20,19,16.3575,327.15,310.79,0,1,0,0
PO0000129,20161112,20161125,20161125,93,SUP004,WH_EU,20,20,16.3575,327.15,327.15,0,1,1,1
PO0000130,20161130,20161213,20161213,93,SUP004,WH_EU,20,20,16.3575,327.15,327.15,0,1,1,1
PO0000131,20161207,20161220,20161220,93,SUP004,WH_EU,20,20,16.3575,327.15,327.15,0,1,1,1
PO0000132,20170111,20170124,20170124,93,SUP004,WH_EU,20,19,16.3575,327.15,310.79,0,1,0,0
PO0000133,20150119,20150216,20150216,116,SUP021,WH_AM,47,41,30.1417,1416.66,1235.81,0,1,0,0
PO0000134,20150228,20150328,20150328,116,SUP021,WH_AM,47,43,30.1417,1416.66,1296.09,0,1,0,0
PO0000135,20150331,20150428,20150428,116,SUP021,WH_AM,47,47,30.1417,1416.66,1416.66,0,1,1,1
PO0000136,20160403,20160501,20160501,116,SUP021,WH_AM,47,47,30.1417,1416.66,1416.66,0,1,1,1
PO0000137,20160425,20160523,20160523,116,SUP021,WH_AM,47,47,30.1417,1416.66,1416.66,0,1,1,1
PO0000138,20160615,20160713,20160713,116,SUP021,WH_AM,47,47,30.1417,1416.66,1416.66,0,1,1,1
PO0000139,20160722,20160819,20160819,116,SUP021,WH_AM,47,47,30.1417,1416.66,1416.66,0,1,1,1
PO0000140,20170120,20170217,20170217,116,SUP021,WH_AM,47,42,30.1417,1416.66,1265.95,0,1,0,0
PO0000141,20170212,20170312,20170312,116,SUP021,WH_AM,47,47,30.1417,1416.66,1416.66,0,1,1,1
PO0000142,20170405,20170503,20170503,116,SUP021,WH_AM,47,47,30.1417,1416.66,1416.66,0,1,1,1
PO0000143,20151108,20151206,20151206,116,SUP021,WH_APAC,29,29,30.1417,874.11,874.11,0,1,1,1
PO0000144,20151128,20151226,20160103,116,SUP021,WH_APAC,29,29,30.1417,874.11,874.11,8,0,1,0
PO0000145,20151223,20160120,20160120,116,SUP021,WH_APAC,29,24,30.1417,874.11,723.4,0,1,0,0
PO0000146,20160130,20160227,20160227,116,SUP021,WH_APAC,29,25,30.1417,874.11,753.54,0,1,0,0
PO0000147,20160303,20160331,20160331,116,SUP021,WH_APAC,29,25,30.1417,874.11,753.54,0,1,0,0
PO0000148,20160315,20160412,20160412,116,SUP021,WH_APAC,29,29,30.1417,874.11,874.11,0,1,1,1
PO0000149,20160929,20161027,20161028,116,SUP021,WH_APAC,29,29,30.1417,874.11,874.11,1,0,1,0
PO0000150,20161224,20170121,20170124,116,SUP021,WH_APAC,29,25,30.1417,874.11,753.54,3,0,0,0
PO0000151,20150616,20150714,20150715,116,SUP021,WH_EU,32,32,30.1417,964.53,964.53,1,0,1,0
PO0000152,20150709,20150806,20150815,116,SUP021,WH_EU,32,32,30.1417,964.53,964.53,9,0,1,0
PO0000153,20150807,20150904,20150904,116,SUP021,WH_EU,32,32,30.1417,964.53,964.53,0,1,1,1
PO0000154,20150915,20151013,20151013,116,SUP021,WH_EU,32,32,30.1417,964.53,964.53,0,1,1,1
PO0000155,20151009,20151106,20151107,116,SUP021,WH_EU,32,32,30.1417,964.53,964.53,1,0,1,0
PO0000156,20160925,20161023,20161023,116,SUP021,WH_EU,32,32,30.1417,964.53,964.53,0,1,1,1
PO0000157,20161119,20161217,20161217,116,SUP021,WH_EU,32,32,30.1417,964.53,964.53,0,1,1,1
PO0000158,20170107,20170204,20170204,116,SUP021,WH_EU,32,29,30.1417,964.53,874.11,0,1,0,0
PO0000159,20170913,20170926,20170926,127,SUP002,WH_EU,6,6,219.9,1319.4,1319.4,0,1,1,1
PO0000160,20170915,20170928,20170928,127,SUP002,WH_EU,6,6,219.9,1319.4,1319.4,0,1,1,1
PO0000161,20150114,20150126,20150126,134,SUP003,WH_AM,26,26,16.97,441.22,441.22,0,1,1,1
PO0000162,20150220,20150304,20150313,134,SUP003,WH_AM,26,26,16.97,441.22,441.22,9,0,1,0
PO0000163,20150407,20150419,20150419,134,SUP003,WH_AM,26,26,16.97,441.22,441.22,0,1,1,1
PO0000164,20150504,20150516,20150516,134,SUP003,WH_AM,26,26,16.97,441.22,441.22,0,1,1,1
PO0000165,20150526,20150607,20150607,134,SUP003,WH_AM,26,26,16.97,441.22,441.22,0,1,1,1
PO0000166,20160420,20160502,20160502,134,SUP003,WH_AM,26,24,16.97,441.22,407.28,0,1,0,0
PO0000167,20160531,20160612,20160612,134,SUP003,WH_AM,26,26,16.97,441.22,441.22,0,1,1,1
PO0000168,20160622,20160704,20160704,134,SUP003,WH_AM,26,26,16.97,441.22,441.22,0,1,1,1
PO0000169,20160709,20160721,20160721,134,SUP003,WH_AM,26,26,16.97,441.22,441.22,0,1,1,1
PO0000170,20160809,20160821,20160821,134,SUP003,WH_AM,26,26,16.97,441.22,441.22,0,1,1,1
PO0000171,20160822,20160903,20160903,134,SUP003,WH_AM,26,26,16.97,441.22,441.22,0,1,1,1
PO0000172,20170208,20170220,20170220,134,SUP003,WH_AM,26,26,16.97,441.22,441.22,0,1,1,1
PO0000173,20170306,20170318,20170318,134,SUP003,WH_AM,26,26,16.97,441.22,441.22,0,1,1,1
PO0000174,20170422,20170504,20170504,134,SUP003,WH_AM,26,26,16.97,441.22,441.22,0,1,1,1
PO0000175,20151103,20151115,20151115,134,SUP003,WH_APAC,19,19,16.97,322.43,322.43,0,1,1,1
PO0000176,20151127,20151209,20151209,134,SUP003,WH_APAC,19,19,16.97,322.43,322.43,0,1,1,1
PO0000177,20151211,20151223,20151223,134,SUP003,WH_APAC,19,19,16.97,322.43,322.43,0,1,1,1
PO0000178,20151223,20160104,20160104,134,SUP003,WH_APAC,19,19,16.97,322.43,322.43,0,1,1,1
PO0000179,20160107,20160119,20160119,134,SUP003,WH_APAC,19,19,16.97,322.43,322.43,0,1,1,1
PO0000180,20160205,20160217,20160217,134,SUP003,WH_APAC,19,18,16.97,322.43,305.46,0,1,0,0
PO0000181,20160308,20160320,20160320,134,SUP003,WH_APAC,19,19,16.97,322.43,322.43,0,1,1,1
PO0000182,20160322,20160403,20160403,134,SUP003,WH_APAC,19,19,16.97,322.43,322.43,0,1,1,1
PO0000183,20160925,20161007,20161007,134,SUP003,WH_APAC,19,19,16.97,322.43,322.43,0,1,1,1
PO0000184,20161110,20161122,20161122,134,SUP003,WH_APAC,19,19,16.97,322.43,322.43,0,1,1,1
PO0000185,20150613,20150625,20150625,134,SUP003,WH_EU,20,20,16.97,339.4,339.4,0,1,1,1
PO0000186,20150707,20150719,20150719,134,SUP003,WH_EU,23,23,16.97,390.31,390.31,0,1,1,1
PO0000187,20150726,20150807,20150807,134,SUP003,WH_EU,20,20,16.97,339.4,339.4,0,1,1,1
PO0000188,20150811,20150823,20150823,134,SUP003,WH_EU,20,19,16.97,339.4,322.43,0,1,0,0
PO0000189,20150903,20150915,20150915,134,SUP003,WH_EU,20,20,16.97,339.4,339.4,0,1,1,1
PO0000190,20150923,20151005,20151005,134,SUP003,WH_EU,20,20,16.97,339.4,339.4,0,1,1,1
PO0000191,20151013,20151025,20151025,134,SUP003,WH_EU,20,20,16.97,339.4,339.4,0,1,1,1
PO0000192,20160906,20160918,20160918,134,SUP003,WH_EU,20,20,16.97,339.4,339.4,0,1,1,1
PO0000193,20161106,20161118,20161118,134,SUP003,WH_EU,20,20,16.97,339.4,339.4,0,1,1,1
PO0000194,20161210,20161222,20161222,134,SUP003,WH_EU,20,20,16.97,339.4,339.4,0,1,1,1
PO0000195,20150123,20150214,20150214,135,SUP010,WH_AM,35,34,14.291,500.18,485.89,0,1,0,0
PO0000196,20150212,20150306,20150306,135,SUP010,WH_AM,35,35,14.291,500.18,500.18,0,1,1,1
PO0000197,20150320,20150411,20150411,135,SUP010,WH_AM,35,35,14.291,500.18,500.18,0,1,1,1
PO0000198,20150509,20150531,20150531,135,SUP010,WH_AM,35,35,14.291,500.18,500.18,0,1,1,1
PO0000199,20160415,20160507,20160507,135,SUP010,WH_AM,35,35,14.291,500.18,500.18,0,1,1,1
PO0000200,20160528,20160619,20160619,135,SUP010,WH_AM,35,35,14.291,500.18,500.18,0,1,1,1
PO0000201,20160621,20160713,20160713,135,SUP010,WH_AM,35,35,14.291,500.18,500.18,0,1,1,1
PO0000202,20160731,20160822,20160822,135,SUP010,WH_AM,35,35,14.291,500.18,500.18,0,1,1,1
PO0000203,20170130,20170221,20170221,135,SUP010,WH_AM,35,35,14.291,500.18,500.18,0,1,1,1
PO0000204,20170303,20170325,20170325,135,SUP010,WH_AM,35,35,14.291,500.18,500.18,0,1,1,1
PO0000205,20170417,20170509,20170509,135,SUP010,WH_AM,35,35,14.291,500.18,500.18,0,1,1,1
PO0000206,20151103,20151125,20151125,135,SUP010,WH_APAC,24,24,14.291,342.98,342.98,0,1,1,1
PO0000207,20151124,20151216,20151216,135,SUP010,WH_APAC,24,24,14.291,342.98,342.98,0,1,1,1
PO0000208,20151211,20160102,20160102,135,SUP010,WH_APAC,24,24,14.291,342.98,342.98,0,1,1,1
PO0000209,20160114,20160205,20160205,135,SUP010,WH_APAC,24,24,14.291,342.98,342.98,0,1,1,1
PO0000210,20160122,20160213,20160213,135,SUP010,WH_APAC,24,24,14.291,342.98,342.98,0,1,1,1
PO0000211,20160228,20160321,20160321,135,SUP010,WH_APAC,24,24,14.291,342.98,342.98,0,1,1,1
PO0000212,20160913,20161005,20161005,135,SUP010,WH_APAC,24,24,14.291,342.98,342.98,0,1,1,1
PO0000213,20161224,20170115,20170115,135,SUP010,WH_APAC,24,24,14.291,342.98,342.98,0,1,1,1
PO0000214,20150614,20150706,20150706,135,SUP010,WH_EU,29,29,14.291,414.44,414.44,0,1,1,1
PO0000215,20150715,20150806,20150806,135,SUP010,WH_EU,29,29,14.291,414.44,414.44,0,1,1,1
PO0000216,20150808,20150830,20150903,135,SUP010,WH_EU,29,29,14.291,414.44,414.44,4,0,1,0
PO0000217,20150827,20150918,20150918,135,SUP010,WH_EU,29,29,14.291,414.44,414.44,0,1,1,1
PO0000218,20151013,20151104,20151104,135,SUP010,WH_EU,29,29,14.291,414.44,414.44,0,1,1,1
PO0000219,20160909,20161001,20161001,135,SUP010,WH_EU,29,29,14.291,414.44,414.44,0,1,1,1
PO0000220,20161106,20161128,20161128,135,SUP010,WH_EU,29,29,14.291,414.44,414.44,0,1,1,1
PO0000221,20161202,20161224,20161224,135,SUP010,WH_EU,29,29,14.291,414.44,414.44,0,1,1,1
PO0000222,20150118,20150131,20150131,172,SUP005,WH_AM,29,29,20.235,586.82,586.82,0,1,1,1
PO0000223,20150205,20150218,20150218,172,SUP005,WH_AM,29,29,20.235,586.82,586.82,0,1,1,1
PO0000224,20150306,20150319,20150319,172,SUP005,WH_AM,29,29,20.235,586.82,586.82,0,1,1,1
PO0000225,20150423,20150506,20150506,172,SUP005,WH_AM,29,29,20.235,586.82,586.82,0,1,1,1
PO0000226,20150503,20150516,20150516,172,SUP005,WH_AM,29,27,20.235,586.82,546.35,0,1,0,0
PO0000227,20150529,20150611,20150611,172,SUP005,WH_AM,29,29,20.235,586.82,586.82,0,1,1,1
PO0000228,20160507,20160520,20160520,172,SUP005,WH_AM,29,29,20.235,586.82,586.82,0,1,1,1
PO0000229,20160609,20160622,20160622,172,SUP005,WH_AM,30,30,20.235,607.05,607.05,0,1,1,1
PO0000230,20160720,20160802,20160802,172,SUP005,WH_AM,29,29,20.235,586.82,586.82,0,1,1,1
PO0000231,20160812,20160825,20160825,172,SUP005,WH_AM,29,29,20.235,586.82,586.82,0,1,1,1
PO0000232,20170213,20170226,20170226,172,SUP005,WH_AM,29,29,20.235,586.82,586.82,0,1,1,1
PO0000233,20170317,20170330,20170330,172,SUP005,WH_AM,29,29,20.235,586.82,586.82,0,1,1,1
PO0000234,20170327,20170409,20170409,172,SUP005,WH_AM,29,29,20.235,586.82,586.82,0,1,1,1
PO0000235,20151121,20151204,20151204,172,SUP005,WH_APAC,20,20,20.235,404.7,404.7,0,1,1,1
PO0000236,20151221,20160103,20160103,172,SUP005,WH_APAC,20,20,20.235,404.7,404.7,0,1,1,1
PO0000237,20160107,20160120,20160120,172,SUP005,WH_APAC,20,20,20.235,404.7,404.7,0,1,1,1
PO0000238,20160205,20160218,20160218,172,SUP005,WH_APAC,20,20,20.235,404.7,404.7,0,1,1,1
PO0000239,20160217,20160301,20160301,172,SUP005,WH_APAC,20,20,20.235,404.7,404.7,0,1,1,1
PO0000240,20160308,20160321,20160321,172,SUP005,WH_APAC,20,20,20.235,404.7,404.7,0,1,1,1
PO0000241,20160830,20160912,20160912,172,SUP005,WH_APAC,20,19,20.235,404.7,384.47,0,1,0,0
PO0000242,20161011,20161024,20161024,172,SUP005,WH_APAC,20,20,20.235,404.7,404.7,0,1,1,1
PO0000243,20161206,20161219,20161219,172,SUP005,WH_APAC,20,20,20.235,404.7,404.7,0,1,1,1
PO0000244,20150620,20150703,20150710,172,SUP005,WH_EU,24,22,20.235,485.64,445.17,7,0,0,0
PO0000245,20150708,20150721,20150721,172,SUP005,WH_EU,24,24,20.235,485.64,485.64,0,1,1,1
PO0000246,20150725,20150807,20150807,172,SUP005,WH_EU,24,24,20.235,485.64,485.64,0,1,1,1
