goods_receipt_id,purchase_order_id,receipt_date_key,product_id,supplier_id,warehouse_id,ordered_quantity,received_quantity,short_quantity,delay_days,is_on_time,is_in_full,is_otif
GR0000032,PO0000032,20170827,35,SUP006,WH_EU,5,5,0,0,1,1,1
GR0000033,PO0000033,20170905,35,SUP006,WH_EU,5,5,0,0,1,1,1
GR0000034,PO0000034,20170918,35,SUP006,WH_EU,5,4,1,0,1,0,0
GR0000035,PO0000035,20150302,37,SUP020,WH_AM,36,36,0,0,1,1,1
GR0000036,PO0000036,20150428,37,SUP020,WH_AM,36,32,4,3,0,0,0
GR0000037,PO0000037,20150604,37,SUP020,WH_AM,36,31,5,0,1,0,0
GR0000038,PO0000038,20160505,37,SUP020,WH_AM,36,34,2,0,1,0,0
GR0000039,PO0000039,20160615,37,SUP020,WH_AM,36,31,5,0,1,0,0
GR0000040,PO0000040,20160724,37,SUP020,WH_AM,36,32,4,0,1,0,0
GR0000041,PO0000041,20160812,37,SUP020,WH_AM,36,33,3,0,1,0,0
GR0000042,PO0000042,20170222,37,SUP020,WH_AM,36,33,3,0,1,0,0
GR0000043,PO0000043,20170318,37,SUP020,WH_AM,36,31,5,0,1,0,0
GR0000044,PO0000044,20170407,37,SUP020,WH_AM,36,36,0,0,1,1,1
GR0000045,PO0000045,20151125,37,SUP020,WH_APAC,25,25,0,0,1,1,1
GR0000046,PO0000046,20151214,37,SUP020,WH_APAC,25,21,4,0,1,0,0
GR0000047,PO0000047,20160111,37,SUP020,WH_APAC,25,22,3,7,0,0,0
GR0000048,PO0000048,20160125,37,SUP020,WH_APAC,25,25,0,6,0,1,0
GR0000049,PO0000049,20160301,37,SUP020,WH_APAC,25,21,4,0,1,0,0
GR0000050,PO0000050,20160322,37,SUP020,WH_APAC,25,22,3,0,1,0,0
GR0000051,PO0000051,20160422,37,SUP020,WH_APAC,25,20,5,0,1,0,0
GR0000052,PO0000052,20161113,37,SUP020,WH_APAC,25,25,0,0,1,1,1
GR0000053,PO0000053,20170205,37,SUP020,WH_APAC,25,25,0,0,1,1,1
GR0000054,PO0000054,20150718,37,SUP020,WH_EU,23,23,0,0,1,1,1
GR0000055,PO0000055,20150819,37,SUP020,WH_EU,23,23,0,7,0,1,0
GR0000056,PO0000056,20150910,37,SUP020,WH_EU,23,23,0,0,1,1,1
GR0000057,PO0000057,20151010,37,SUP020,WH_EU,23,23,0,0,1,1,1
GR0000058,PO0000058,20160923,37,SUP020,WH_EU,23,19,4,0,1,0,0
GR0000059,PO0000059,20161031,37,SUP020,WH_EU,23,21,2,7,0,0,0
GR0000060,PO0000060,20161207,37,SUP020,WH_EU,23,20,3,0,1,0,0
GR0000061,PO0000061,20170102,37,SUP020,WH_EU,23,23,0,0,1,1,1
GR0000062,PO0000062,20150221,44,SUP021,WH_AM,47,47,0,0,1,1,1
GR0000063,PO0000063,20150410,44,SUP021,WH_AM,47,42,5,0,1,0,0
GR0000064,PO0000064,20150430,44,SUP021,WH_AM,47,46,1,3,0,0,0
GR0000065,PO0000065,20150617,44,SUP021,WH_AM,47,47,0,0,1,1,1
GR0000066,PO0000066,20160604,44,SUP021,WH_AM,47,43,4,10,0,0,0
GR0000067,PO0000067,20160628,44,SUP021,WH_AM,47,47,0,0,1,1,1
GR0000068,PO0000068,20160812,44,SUP021,WH_AM,47,47,0,0,1,1,1
GR0000069,PO0000069,20170227,44,SUP021,WH_AM,47,47,0,4,0,1,0
GR0000070,PO0000070,20170418,44,SUP021,WH_AM,47,47,0,0,1,1,1
GR0000071,PO0000071,20170515,44,SUP021,WH_AM,47,47,0,0,1,1,1
GR0000072,PO0000072,20151207,44,SUP021,WH_APAC,25,25,0,1,0,1,0
GR0000073,PO0000073,20160117,44,SUP021,WH_APAC,25,25,0,7,0,1,0
GR0000074,PO0000074,20160221,44,SUP021,WH_APAC,25,25,0,0,1,1,1
GR0000075,PO0000075,20160314,44,SUP021,WH_APAC,25,25,0,0,1,1,1
GR0000076,PO0000076,20160411,44,SUP021,WH_APAC,25,25,0,0,1,1,1
GR0000077,PO0000077,20161105,44,SUP021,WH_APAC,25,25,0,0,1,1,1
GR0000078,PO0000078,20170207,44,SUP021,WH_APAC,25,22,3,4,0,0,0
GR0000079,PO0000079,20150716,44,SUP021,WH_EU,35,35,0,0,1,1,1
GR0000080,PO0000080,20150809,44,SUP021,WH_EU,35,31,4,0,1,0,0
GR0000081,PO0000081,20150918,44,SUP021,WH_EU,35,31,4,0,1,0,0
GR0000082,PO0000082,20151025,44,SUP021,WH_EU,35,30,5,6,0,0,0
GR0000083,PO0000083,20151110,44,SUP021,WH_EU,35,35,0,0,1,1,1
GR0000084,PO0000084,20161014,44,SUP021,WH_EU,35,35,0,0,1,1,1
GR0000085,PO0000085,20161214,44,SUP021,WH_EU,35,35,0,0,1,1,1
GR0000086,PO0000086,20170119,44,SUP021,WH_EU,35,35,0,3,0,1,0
GR0000087,PO0000087,20171007,58,SUP023,WH_EU,7,7,0,0,1,1,1
GR0000088,PO0000088,20171009,58,SUP023,WH_EU,7,7,0,0,1,1,1
GR0000089,PO0000089,20171017,60,SUP013,WH_EU,7,7,0,0,1,1,1
GR0000090,PO0000090,20171006,61,SUP020,WH_EU,6,6,0,0,1,1,1
GR0000091,PO0000091,20171010,61,SUP020,WH_EU,6,6,0,0,1,1,1
GR0000092,PO0000092,20170525,78,SUP019,WH_AM,16,16,0,0,1,1,1
GR0000093,PO0000093,20170605,78,SUP019,WH_AM,16,15,1,0,1,0,0
GR0000094,PO0000094,20170630,78,SUP019,WH_AM,16,16,0,0,1,1,1
GR0000095,PO0000095,20170716,78,SUP019,WH_AM,16,16,0,0,1,1,1
GR0000096,PO0000096,20170725,78,SUP019,WH_EU,19,19,0,0,1,1,1
GR0000097,PO0000097,20170803,78,SUP019,WH_EU,19,19,0,0,1,1,1
GR0000098,PO0000098,20170921,78,SUP019,WH_EU,19,16,3,5,0,0,0
GR0000099,PO0000099,20171015,78,SUP019,WH_EU,19,19,0,9,0,1,0
GR0000100,PO0000100,20150206,93,SUP004,WH_AM,29,29,0,0,1,1,1
GR0000101,PO0000101,20150316,93,SUP004,WH_AM,29,29,0,0,1,1,1
GR0000102,PO0000102,20150421,93,SUP004,WH_AM,29,29,0,0,1,1,1
GR0000103,PO0000103,20150517,93,SUP004,WH_AM,29,29,0,0,1,1,1
GR0000104,PO0000104,20150608,93,SUP004,WH_AM,33,33,0,0,1,1,1
GR0000105,PO0000105,20160429,93,SUP004,WH_AM,29,29,0,0,1,1,1
GR0000106,PO0000106,20160615,93,SUP004,WH_AM,29,29,0,0,1,1,1
GR0000107,PO0000107,20160708,93,SUP004,WH_AM,29,29,0,0,1,1,1
GR0000108,PO0000108,20160818,93,SUP004,WH_AM,29,29,0,0,1,1,1
GR0000109,PO0000109,20170202,93,SUP004,WH_AM,29,29,0,0,1,1,1
GR0000110,PO0000110,20170228,93,SUP004,WH_AM,29,29,0,0,1,1,1
GR0000111,PO0000111,20170317,93,SUP004,WH_AM,29,29,0,4,0,1,0
GR0000112,PO0000112,20170404,93,SUP004,WH_AM,29,29,0,0,1,1,1
GR0000113,PO0000113,20151116,93,SUP004,WH_APAC,19,19,0,0,1,1,1
GR0000114,PO0000114,20151219,93,SUP004,WH_APAC,19,19,0,0,1,1,1
GR0000115,PO0000115,20160109,93,SUP004,WH_APAC,19,19,0,0,1,1,1
GR0000116,PO0000116,20160212,93,SUP004,WH_APAC,19,19,0,0,1,1,1
GR0000117,PO0000117,20160310,93,SUP004,WH_APAC,19,19,0,0,1,1,1
GR0000118,PO0000118,20160405,93,SUP004,WH_APAC,19,19,0,0,1,1,1
GR0000119,PO0000119,20160413,93,SUP004,WH_APAC,19,19,0,0,1,1,1
GR0000120,PO0000120,20161027,93,SUP004,WH_APAC,19,19,0,0,1,1,1
GR0000121,PO0000121,20161223,93,SUP004,WH_APAC,19,19,0,0,1,1,1
GR0000122,PO0000122,20150701,93,SUP004,WH_EU,20,20,0,0,1,1,1
GR0000123,PO0000123,20150720,93,SUP004,WH_EU,20,20,0,0,1,1,1
GR0000124,PO0000124,20150812,93,SUP004,WH_EU,20,20,0,0,1,1,1
GR0000125,PO0000125,20150904,93,SUP004,WH_EU,20,20,0,8,0,1,0
GR0000126,PO0000126,20150922,93,SUP004,WH_EU,20,20,0,0,1,1,1
GR0000127,PO0000127,20151016,93,SUP004,WH_EU,20,20,0,0,1,1,1
GR0000128,PO0000128,20161007,93,SUP004,WH_EU,20,19,1,0,1,0,0
GR0000129,PO0000129,20161125,93,SUP004,WH_EU,20,20,0,0,1,1,1
GR0000130,PO0000130,20161213,93,SUP004,WH_EU,20,20,0,0,1,1,1
GR0000131,PO0000131,20161220,93,SUP004,WH_EU,20,20,0,0,1,1,1
GR0000132,PO0000132,20170124,93,SUP004,WH_EU,20,19,1,0,1,0,0
GR0000133,PO0000133,20150216,116,SUP021,WH_AM,47,41,6,0,1,0,0
GR0000134,PO0000134,20150328,116,SUP021,WH_AM,47,43,4,0,1,0,0
GR0000135,PO0000135,20150428,116,SUP021,WH_AM,47,47,0,0,1,1,1
GR0000136,PO0000136,20160501,116,SUP021,WH_AM,47,47,0,0,1,1,1
GR0000137,PO0000137,20160523,116,SUP021,WH_AM,47,47,0,0,1,1,1
GR0000138,PO0000138,20160713,116,SUP021,WH_AM,47,47,0,0,1,1,1
GR0000139,PO0000139,20160819,116,SUP021,WH_AM,47,47,0,0,1,1,1
GR0000140,PO0000140,20170217,116,SUP021,WH_AM,47,42,5,0,1,0,0
GR0000141,PO0000141,20170312,116,SUP021,WH_AM,47,47,0,0,1,1,1
GR0000142,PO0000142,20170503,116,SUP021,WH_AM,47,47,0,0,1,1,1
GR0000143,PO0000143,20151206,116,SUP021,WH_APAC,29,29,0,0,1,1,1
GR0000144,PO0000144,20160103,116,SUP021,WH_APAC,29,29,0,8,0,1,0
GR0000145,PO0000145,20160120,116,SUP021,WH_APAC,29,24,5,0,1,0,0
GR0000146,PO0000146,20160227,116,SUP021,WH_APAC,29,25,4,0,1,0,0
GR0000147,PO0000147,20160331,116,SUP021,WH_APAC,29,25,4,0,1,0,0
GR0000148,PO0000148,20160412,116,SUP021,WH_APAC,29,29,0,0,1,1,1
GR0000149,PO0000149,20161028,116,SUP021,WH_APAC,29,29,0,1,0,1,0
GR0000150,PO0000150,20170124,116,SUP021,WH_APAC,29,25,4,3,0,0,0
GR0000151,PO0000151,20150715,116,SUP021,WH_EU,32,32,0,1,0,1,0
GR0000152,PO0000152,20150815,116,SUP021,WH_EU,32,32,0,9,0,1,0
GR0000153,PO0000153,20150904,116,SUP021,WH_EU,32,32,0,0,1,1,1
GR0000154,PO0000154,20151013,116,SUP021,WH_EU,32,32,0,0,1,1,1
GR0000155,PO0000155,20151107,116,SUP021,WH_EU,32,32,0,1,0,1,0
GR0000156,PO0000156,20161023,116,SUP021,WH_EU,32,32,0,0,1,1,1
GR0000157,PO0000157,20161217,116,SUP021,WH_EU,32,32,0,0,1,1,1
GR0000158,PO0000158,20170204,116,SUP021,WH_EU,32,29,3,0,1,0,0
GR0000159,PO0000159,20170926,127,SUP002,WH_EU,6,6,0,0,1,1,1
GR0000160,PO0000160,20170928,127,SUP002,WH_EU,6,6,0,0,1,1,1
GR0000161,PO0000161,20150126,134,SUP003,WH_AM,26,26,0,0,1,1,1
GR0000162,PO0000162,20150313,134,SUP003,WH_AM,26,26,0,9,0,1,0
GR0000163,PO0000163,20150419,134,SUP003,WH_AM,26,26,0,0,1,1,1
GR0000164,PO0000164,20150516,134,SUP003,WH_AM,26,26,0,0,1,1,1
GR0000165,PO0000165,20150607,134,SUP003,WH_AM,26,26,0,0,1,1,1
GR0000166,PO0000166,20160502,134,SUP003,WH_AM,26,24,2,0,1,0,0
GR0000167,PO0000167,20160612,134,SUP003,WH_AM,26,26,0,0,1,1,1
GR0000168,PO0000168,20160704,134,SUP003,WH_AM,26,26,0,0,1,1,1
GR0000169,PO0000169,20160721,134,SUP003,WH_AM,26,26,0,0,1,1,1
GR0000170,PO0000170,20160821,134,SUP003,WH_AM,26,26,0,0,1,1,1
GR0000171,PO0000171,20160903,134,SUP003,WH_AM,26,26,0,0,1,1,1
GR0000172,PO0000172,20170220,134,SUP003,WH_AM,26,26,0,0,1,1,1
GR0000173,PO0000173,20170318,134,SUP003,WH_AM,26,26,0,0,1,1,1
GR0000174,PO0000174,20170504,134,SUP003,WH_AM,26,26,0,0,1,1,1
GR0000175,PO0000175,20151115,134,SUP003,WH_APAC,19,19,0,0,1,1,1
GR0000176,PO0000176,20151209,134,SUP003,WH_APAC,19,19,0,0,1,1,1
GR0000177,PO0000177,20151223,134,SUP003,WH_APAC,19,19,0,0,1,1,1
GR0000178,PO0000178,20160104,134,SUP003,WH_APAC,19,19,0,0,1,1,1
GR0000179,PO0000179,20160119,134,SUP003,WH_APAC,19,19,0,0,1,1,1
GR0000180,PO0000180,20160217,134,SUP003,WH_APAC,19,18,1,0,1,0,0
GR0000181,PO0000181,20160320,134,SUP003,WH_APAC,19,19,0,0,1,1,1
GR0000182,PO0000182,20160403,134,SUP003,WH_APAC,19,19,0,0,1,1,1
GR0000183,PO0000183,20161007,134,SUP003,WH_APAC,19,19,0,0,1,1,1
GR0000184,PO0000184,20161122,134,SUP003,WH_APAC,19,19,0,0,1,1,1
GR0000185,PO0000185,20150625,134,SUP003,WH_EU,20,20,0,0,1,1,1
GR0000186,PO0000186,20150719,134,SUP003,WH_EU,23,23,0,0,1,1,1
GR0000187,PO0000187,20150807,134,SUP003,WH_EU,20,20,0,0,1,1,1
GR0000188,PO0000188,20150823,134,SUP003,WH_EU,20,19,1,0,1,0,0
GR0000189,PO0000189,20150915,134,SUP003,WH_EU,20,20,0,0,1,1,1
GR0000190,PO0000190,20151005,134,SUP003,WH_EU,20,20,0,0,1,1,1
GR0000191,PO0000191,20151025,134,SUP003,WH_EU,20,20,0,0,1,1,1
GR0000192,PO0000192,20160918,134,SUP003,WH_EU,20,20,0,0,1,1,1
GR0000193,PO0000193,20161118,134,SUP003,WH_EU,20,20,0,0,1,1,1
GR0000194,PO0000194,20161222,134,SUP003,WH_EU,20,20,0,0,1,1,1
GR0000195,PO0000195,20150214,135,SUP010,WH_AM,35,34,1,0,1,0,0
GR0000196,PO0000196,20150306,135,SUP010,WH_AM,35,35,0,0,1,1,1
GR0000197,PO0000197,20150411,135,SUP010,WH_AM,35,35,0,0,1,1,1
GR0000198,PO0000198,20150531,135,SUP010,WH_AM,35,35,0,0,1,1,1
GR0000199,PO0000199,20160507,135,SUP010,WH_AM,35,35,0,0,1,1,1
GR0000200,PO0000200,20160619,135,SUP010,WH_AM,35,35,0,0,1,1,1
GR0000201,PO0000201,20160713,135,SUP010,WH_AM,35,35,0,0,1,1,1
GR0000202,PO0000202,20160822,135,SUP010,WH_AM,35,35,0,0,1,1,1
GR0000203,PO0000203,20170221,135,SUP010,WH_AM,35,35,0,0,1,1,1
GR0000204,PO0000204,20170325,135,SUP010,WH_AM,35,35,0,0,1,1,1
GR0000205,PO0000205,20170509,135,SUP010,WH_AM,35,35,0,0,1,1,1
GR0000206,PO0000206,20151125,135,SUP010,WH_APAC,24,24,0,0,1,1,1
GR0000207,PO0000207,20151216,135,SUP010,WH_APAC,24,24,0,0,1,1,1
GR0000208,PO0000208,20160102,135,SUP010,WH_APAC,24,24,0,0,1,1,1
GR0000209,PO0000209,20160205,135,SUP010,WH_APAC,24,24,0,0,1,1,1
GR0000210,PO0000210,20160213,135,SUP010,WH_APAC,24,24,0,0,1,1,1
GR0000211,PO0000211,20160321,135,SUP010,WH_APAC,24,24,0,0,1,1,1
GR0000212,PO0000212,20161005,135,SUP010,WH_APAC,24,24,0,0,1,1,1
GR0000213,PO0000213,20170115,135,SUP010,WH_APAC,24,24,0,0,1,1,1
GR0000214,PO0000214,20150706,135,SUP010,WH_EU,29,29,0,0,1,1,1
GR0000215,PO0000215,20150806,135,SUP010,WH_EU,29,29,0,0,1,1,1
GR0000216,PO0000216,20150903,135,SUP010,WH_EU,29,29,0,4,0,1,0
GR0000217,PO0000217,20150918,135,SUP010,WH_EU,29,29,0,0,1,1,1
GR0000218,PO0000218,20151104,135,SUP010,WH_EU,29,29,0,0,1,1,1
GR0000219,PO0000219,20161001,135,SUP010,WH_EU,29,29,0,0,1,1,1
GR0000220,PO0000220,20161128,135,SUP010,WH_EU,29,29,0,0,1,1,1
GR0000221,PO0000221,20161224,135,SUP010,WH_EU,29,29,0,0,1,1,1
GR0000222,PO0000222,20150131,172,SUP005,WH_AM,29,29,0,0,1,1,1
GR0000223,PO0000223,20150218,172,SUP005,WH_AM,29,29,0,0,1,1,1
GR0000224,PO0000224,20150319,172,SUP005,WH_AM,29,29,0,0,1,1,1
GR0000225,PO0000225,20150506,172,SUP005,WH_AM,29,29,0,0,1,1,1
GR0000226,PO0000226,20150516,172,SUP005,WH_AM,29,27,2,0,1,0,0
GR0000227,PO0000227,20150611,172,SUP005,WH_AM,29,29,0,0,1,1,1
GR0000228,PO0000228,20160520,172,SUP005,WH_AM,29,29,0,0,1,1,1
GR0000229,PO0000229,20160622,172,SUP005,WH_AM,30,30,0,0,1,1,1
GR0000230,PO0000230,20160802,172,SUP005,WH_AM,29,29,0,0,1,1,1
GR0000231,PO0000231,20160825,172,SUP005,WH_AM,29,29,0,0,1,1,1
GR0000232,PO0000232,20170226,172,SUP005,WH_AM,29,29,0,0,1,1,1
GR0000233,PO0000233,20170330,172,SUP005,WH_AM,29,29,0,0,1,1,1
GR0000234,PO0000234,20170409,172,SUP005,WH_AM,29,29,0,0,1,1,1
GR0000235,PO0000235,20151204,172,SUP005,WH_APAC,20,20,0,0,1,1,1
GR0000236,PO0000236,20160103,172,SUP005,WH_APAC,20,20,0,0,1,1,1
GR0000237,PO0000237,20160120,172,SUP005,WH_APAC,20,20,0,0,1,1,1
GR0000238,PO0000238,20160218,172,SUP005,WH_APAC,20,20,0,0,1,1,1
GR0000239,PO0000239,20160301,172,SUP005,WH_APAC,20,20,0,0,1,1,1
GR0000240,PO0000240,20160321,172,SUP005,WH_APAC,20,20,0,0,1,1,1
GR0000241,PO0000241,20160912,172,SUP005,WH_APAC,20,19,1,0,1,0,0
GR0000242,PO0000242,20161024,172,SUP005,WH_APAC,20,20,0,0,1,1,1
GR0000243,PO0000243,20161219,172,SUP005,WH_APAC,20,20,0,0,1,1,1
GR0000244,PO0000244,20150710,172,SUP005,WH_EU,24,22,2,7,0,0,0
GR0000245,PO0000245,20150721,172,SUP005,WH_EU,24,24,0,0,1,1,1
GR0000246,PO0000246,20150807,172,SUP005,WH_EU,24,24,0,0,1,1,1
GR0000247,PO0000247,20150903,172,SUP005,WH_EU,24,24,0,0,1,1,1
GR0000248,PO0000248,20150916,172,SUP005,WH_EU,24,24,0,0,1,1,1
GR0000249,PO0000249,20151018,172,SUP005,WH_EU,24,24,0,0,1,1,1
GR0000250,PO0000250,20151027,172,SUP005,WH_EU,24,24,0,0,1,1,1
GR0000251,PO0000251,20161107,172,SUP005,WH_EU,24,24,0,0,1,1,1
GR0000252,PO0000252,20161117,172,SUP005,WH_EU,24,24,0,0,1,1,1
GR0000253,PO0000253,20161231,172,SUP005,WH_EU,24,24,0,0,1,1,1
GR0000254,PO0000254,20170125,172,SUP005,WH_EU,24,24,0,0,1,1,1
GR0000255,PO0000255,20150216,191,SUP018,WH_AM,990,990,0,0,1,1,1
GR0000256,PO0000256,20150319,191,SUP018,WH_AM,1008,1008,0,0,1,1,1
GR0000257,PO0000257,20150417,191,SUP018,WH_AM,1010,946,64,0,1,0,0
GR0000258,PO0000258,20150514,191,SUP018,WH_AM,986,986,0,0,1,1,1
GR0000259,PO0000259,20150608,191,SUP018,WH_AM,981,976,5,0,1,0,0
GR0000260,PO0000260,20160517,191,SUP018,WH_AM,1033,1004,29,10,0,0,0
GR0000261,PO0000261,20160622,191,SUP018,WH_AM,997,966,31,8,0,0,0
GR0000262,PO0000262,20160717,191,SUP018,WH_AM,1003,1003,0,0,1,1,1
GR0000263,PO0000263,20160816,191,SUP018,WH_AM,1006,1006,0,0,1,1,1
GR0000264,PO0000264,20160926,191,SUP018,WH_AM,982,982,0,0,1,1,1
GR0000265,PO0000265,20170225,191,SUP018,WH_AM,995,995,0,0,1,1,1
GR0000266,PO0000266,20170324,191,SUP018,WH_AM,1008,1008,0,0,1,1,1
GR0000267,PO0000267,20170423,191,SUP018,WH_AM,994,994,0,0,1,1,1
GR0000268,PO0000268,20170521,191,SUP018,WH_AM,1004,1004,0,0,1,1,1
GR0000269,PO0000269,20170621,191,SUP018,WH_AM,1001,1001,0,0,1,1,1
GR0000270,PO0000270,20151123,191,SUP018,WH_APAC,480,480,0,0,1,1,1
GR0000271,PO0000271,20151213,191,SUP018,WH_APAC,473,473,0,0,1,1,1
GR0000272,PO0000272,20160102,191,SUP018,WH_APAC,482,482,0,0,1,1,1
GR0000273,PO0000273,20160122,191,SUP018,WH_APAC,474,474,0,0,1,1,1
GR0000274,PO0000274,20160218,191,SUP018,WH_APAC,476,467,9,7,0,0,0
GR0000275,PO0000275,20160309,191,SUP018,WH_APAC,489,489,0,0,1,1,1
GR0000276,PO0000276,20160329,191,SUP018,WH_APAC,456,456,0,0,1,1,1
GR0000277,PO0000277,20160421,191,SUP018,WH_APAC,490,490,0,3,0,1,0
GR0000278,PO0000278,20161018,191,SUP018,WH_APAC,462,462,0,0,1,1,1
GR0000279,PO0000279,20161203,191,SUP018,WH_APAC,463,456,7,0,1,0,0
GR0000280,PO0000280,20170112,191,SUP018,WH_APAC,461,461,0,0,1,1,1
GR0000281,PO0000281,20150708,191,SUP018,WH_EU,784,784,0,0,1,1,1
GR0000282,PO0000282,20150731,191,SUP018,WH_EU,775,770,5,0,1,0,0
GR0000283,PO0000283,20150825,191,SUP018,WH_EU,796,796,0,0,1,1,1
GR0000284,PO0000284,20150918,191,SUP018,WH_EU,791,742,49,0,1,0,0
GR0000285,PO0000285,20151021,191,SUP018,WH_EU,786,786,0,10,0,1,0
GR0000286,PO0000286,20160922,191,SUP018,WH_EU,786,786,0,5,0,1,0
GR0000287,PO0000287,20161020,191,SUP018,WH_EU,780,780,0,0,1,1,1
GR0000288,PO0000288,20161128,191,SUP018,WH_EU,786,786,0,0,1,1,1
GR0000289,PO0000289,20161228,191,SUP018,WH_EU,780,780,0,0,1,1,1
GR0000290,PO0000290,20170130,191,SUP018,WH_EU,774,774,0,0,1,1,1
GR0000291,PO0000291,20170724,191,SUP018,WH_EU,787,787,0,0,1,1,1
GR0000292,PO0000292,20170817,191,SUP018,WH_EU,813,813,0,0,1,1,1
GR0000293,PO0000293,20170910,191,SUP018,WH_EU,774,740,34,0,1,0,0
GR0000294,PO0000294,20171002,191,SUP018,WH_EU,795,795,0,0,1,1,1
GR0000295,PO0000295,20170923,203,SUP006,WH_EU,6,6,0,0,1,1,1
GR0000296,PO0000296,20170928,203,SUP006,WH_EU,6,6,0,0,1,1,1
GR0000297,PO0000297,20171008,203,SUP006,WH_EU,6,6,0,0,1,1,1
GR0000298,PO0000298,20171019,208,SUP017,WH_EU,6,6,0,1,0,1,0
GR0000299,PO0000299,20171029,208,SUP017,WH_EU,6,6,0,10,0,1,0
GR0000300,PO0000300,20170505,216,SUP001,WH_AM,4,4,0,0,1,1,1
GR0000301,PO0000301,20170523,216,SUP001,WH_AM,4,4,0,0,1,1,1
GR0000302,PO0000302,20170609,216,SUP001,WH_AM,4,4,0,0,1,1,1
GR0000303,PO0000303,20170618,216,SUP001,WH_AM,4,4,0,0,1,1,1
GR0000304,PO0000304,20170702,216,SUP001,WH_EU,5,5,0,0,1,1,1
GR0000305,PO0000305,20170715,216,SUP001,WH_EU,5,5,0,0,1,1,1
GR0000306,PO0000306,20170806,216,SUP001,WH_EU,5,5,0,9,0,1,0
GR0000307,PO0000307,20170806,216,SUP001,WH_EU,5,5,0,0,1,1,1
GR0000308,PO0000308,20170823,216,SUP001,WH_EU,5,5,0,0,1,1,1
GR0000309,PO0000309,20170830,216,SUP001,WH_EU,5,5,0,0,1,1,1
GR0000310,PO0000310,20170909,216,SUP001,WH_EU,5,5,0,0,1,1,1
GR0000311,PO0000311,20171024,226,SUP023,WH_EU,5,5,0,0,1,1,1
GR0000312,PO0000312,20171026,226,SUP023,WH_EU,5,5,0,0,1,1,1
GR0000313,PO0000313,20150208,235,SUP014,WH_AM,31,31,0,0,1,1,1
GR0000314,PO0000314,20150324,235,SUP014,WH_AM,31,31,0,0,1,1,1
GR0000315,PO0000315,20150502,235,SUP014,WH_AM,31,31,0,0,1,1,1
GR0000316,PO0000316,20150512,235,SUP014,WH_AM,31,29,2,1,0,0,0
GR0000317,PO0000317,20160424,235,SUP014,WH_AM,31,31,0,6,0,1,0
GR0000318,PO0000318,20160525,235,SUP014,WH_AM,31,30,1,5,0,0,0
GR0000319,PO0000319,20160606,235,SUP014,WH_AM,31,31,0,0,1,1,1
